-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1984 through 11/10/2024 
Location: Latitude  12.9794   Longitude 77.7228 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 841.72 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_RANGE            MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M_RANGE            MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M                  MERRA-2 Wind Direction at 50 Meters (Degrees) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
TS                     MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE              MERRA-2 Temperature at 2 Meters Range (C) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS10M,WS10M_RANGE,WS50M_RANGE,WD50M,QV2M,RH2M,PRECTOTCORR,CLRSKY_SFC_PAR_TOT,T2M,T2MDEW,TS,T2M_RANGE,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,PS
2016,2,15,4.38,4.23,5.12,126.88,9.09,54.94,0.0,124.16,23.4,10.56,25.51,18.36,6.59,121.62,6.71,91.96
2016,2,16,4.67,3.86,5.77,118.56,9.64,54.44,0.0,127.72,24.4,11.61,26.81,16.55,6.61,123.65,6.81,92.0
2016,2,17,5.27,4.24,4.45,104.88,9.4,54.94,0.0,119.23,23.77,10.94,25.77,17.3,5.67,105.7,6.41,92.02
2016,2,18,5.67,3.88,3.23,107.75,10.44,55.44,0.0,122.44,24.24,13.19,26.24,14.33,4.98,94.54,6.48,92.02
2016,2,19,4.35,3.77,4.8,115.38,8.61,48.31,0.0,114.31,24.3,10.08,26.19,18.67,6.13,112.48,6.22,92.11
2016,2,20,2.95,3.1,5.31,106.31,10.07,52.75,0.0,128.48,26.09,12.27,28.79,19.13,6.6,124.1,6.83,92.06
2016,2,21,2.59,4.63,7.84,103.44,10.44,50.38,0.0,123.23,26.94,12.64,30.17,16.57,6.51,119.75,6.7,91.98
2016,2,22,3.36,4.71,7.91,117.38,9.4,47.38,0.0,127.81,26.83,10.81,29.55,18.13,6.77,125.34,6.9,92.04
2016,2,23,3.23,4.91,8.01,113.12,7.87,44.38,0.0,131.69,26.13,7.49,28.9,20.17,7.04,128.21,7.22,91.94
2016,2,24,2.85,5.34,7.94,164.31,9.09,46.94,0.0,129.2,26.02,10.71,29.23,18.73,6.79,125.41,6.99,91.86
2016,2,25,3.47,7.72,10.08,147.19,9.52,44.88,0.0,125.28,27.0,11.75,30.28,19.12,6.42,119.72,6.74,91.89
2016,2,26,4.98,2.71,4.6,129.88,11.35,54.5,0.0,123.89,26.42,14.09,28.98,14.68,6.34,117.63,6.71,92.03
2016,2,27,4.81,2.29,3.52,127.25,9.83,53.75,0.0,129.23,24.44,11.84,26.52,14.42,6.64,123.37,6.98,92.14
2016,2,28,4.7,2.85,4.44,124.38,11.05,55.5,0.0,125.4,25.71,13.9,27.69,14.33,5.74,106.65,6.81,92.23
2016,2,29,4.85,4.21,4.48,113.88,10.56,53.62,0.0,117.13,25.52,13.07,27.52,15.55,5.06,93.65,6.41,92.19
2016,3,1,4.41,2.07,3.95,112.19,10.8,54.75,0.0,122.23,25.35,13.56,27.33,14.87,6.05,112.7,6.61,92.03
2016,3,2,4.26,2.16,3.44,111.75,10.44,55.38,0.0,121.73,23.98,13.01,25.49,10.72,5.8,107.84,6.6,92.07
2016,3,3,4.84,4.58,4.21,95.12,9.64,49.88,0.0,127.62,25.53,11.76,27.48,16.52,6.76,125.46,6.89,92.1
2016,3,4,3.73,4.32,6.41,97.06,8.0,42.19,0.0,125.66,25.52,8.62,27.71,16.48,6.34,116.55,6.87,91.98
2016,3,5,3.83,4.38,5.84,104.44,8.79,44.75,0.0,130.12,25.79,10.38,27.88,16.79,6.95,127.97,7.08,91.88
2016,3,6,3.75,4.13,7.39,123.06,8.85,46.12,0.0,132.18,26.02,9.84,28.87,17.12,6.96,128.74,7.16,91.82
2016,3,7,3.7,3.14,6.16,121.38,8.85,46.38,0.0,133.91,26.31,9.8,29.12,17.42,6.92,129.18,7.2,91.79
2016,3,8,2.89,4.9,7.64,104.25,8.79,45.56,0.0,133.57,26.68,9.77,30.23,18.56,7.04,131.23,7.18,91.74
2016,3,9,3.13,3.89,6.91,106.44,9.09,45.06,0.0,132.52,25.98,10.35,27.77,13.12,6.96,129.66,7.13,91.84
2016,3,10,2.79,4.14,6.85,107.06,9.89,48.94,0.0,126.75,25.81,12.02,27.24,13.87,5.79,107.05,6.91,91.89
2016,3,11,2.84,4.3,8.36,98.31,8.3,41.12,0.0,122.72,27.53,8.67,30.33,18.87,6.57,120.7,6.71,91.88
2016,3,12,3.43,4.44,7.09,160.44,10.13,45.75,0.0,128.05,27.95,12.46,30.84,16.82,6.48,121.91,6.84,91.83
2016,3,13,2.38,4.3,6.52,204.44,11.35,44.12,0.49,129.18,28.49,14.53,30.77,11.83,5.83,111.2,6.85,91.84
2016,3,14,2.69,5.03,7.09,167.0,11.78,44.94,1.05,124.09,28.93,15.19,32.09,12.48,5.34,101.05,6.61,91.85
2016,3,15,3.11,3.75,4.84,205.94,13.85,58.62,18.3,119.59,26.83,17.55,28.72,9.96,5.48,102.97,6.47,91.86
2016,3,16,2.02,5.72,8.48,163.75,13.43,58.88,0.52,126.27,27.19,17.12,29.82,14.59,6.3,118.34,6.78,91.79
2016,3,17,2.56,4.1,6.49,152.69,13.85,60.25,2.73,127.66,26.98,17.71,29.26,13.26,6.23,117.91,6.81,91.85
2016,3,18,2.75,3.1,5.63,121.81,12.08,51.19,0.0,123.3,27.76,15.48,30.12,15.03,6.18,115.73,6.64,91.81
2016,3,19,2.29,4.36,6.87,122.31,11.05,47.38,0.0,129.24,27.71,14.15,29.9,16.31,6.58,123.27,6.95,91.8
2016,3,20,2.91,3.64,6.27,119.12,10.31,42.25,0.0,130.12,28.23,13.03,30.56,17.74,6.87,127.06,7.09,91.81
2016,3,21,2.74,4.73,6.98,153.69,9.52,37.88,0.0,128.67,29.03,11.83,31.33,16.98,6.13,114.36,6.98,91.75
2016,3,22,2.52,1.57,4.75,198.06,9.34,36.44,0.0,118.2,29.19,11.51,31.65,16.11,5.49,101.84,6.47,91.62
2016,3,23,2.66,5.41,8.03,167.44,10.56,39.62,0.0,120.81,29.97,13.39,33.08,15.27,5.83,109.14,6.54,91.67
2016,3,24,3.95,4.59,6.84,128.88,9.95,38.0,0.0,129.32,30.06,12.4,33.07,15.23,6.77,127.13,6.96,91.86
2016,3,25,3.44,3.41,7.05,121.12,7.87,34.56,0.0,114.8,28.36,8.51,31.22,16.6,6.2,110.74,6.49,91.99
2016,3,26,3.84,3.99,7.37,127.31,8.12,40.25,0.0,128.13,27.49,8.55,29.94,19.23,6.91,125.66,7.12,91.96
2016,3,27,3.19,3.75,7.18,133.19,7.45,38.5,0.0,135.24,27.06,7.04,29.9,20.29,7.22,132.16,7.46,91.92
2016,3,28,3.18,4.87,7.62,136.81,9.7,45.38,0.0,138.34,27.77,11.63,31.09,18.5,7.26,135.77,7.48,91.93
2016,3,29,3.57,3.73,6.3,140.75,11.17,49.31,0.0,134.62,28.33,13.73,31.62,15.68,6.87,129.09,7.25,91.96
2016,3,30,3.67,3.72,5.9,130.5,10.25,45.5,0.0,137.38,28.69,12.06,31.63,16.34,6.95,131.03,7.38,91.95
2016,3,31,2.62,4.69,7.09,134.81,10.5,45.62,0.0,126.07,28.24,13.12,31.37,15.61,6.43,119.84,6.85,91.86
2016,4,1,3.56,4.28,6.47,139.69,9.64,38.81,0.0,135.21,29.12,11.87,32.65,16.62,7.08,133.91,7.22,91.7
2016,4,2,4.07,3.95,6.25,132.19,9.28,36.75,0.0,135.91,29.77,11.19,32.77,16.95,7.0,132.26,7.28,91.76
2016,4,3,3.52,3.86,6.41,133.19,9.03,34.75,0.0,132.0,29.85,10.97,33.07,16.5,6.84,128.47,7.11,91.87
2016,4,4,4.27,3.81,6.79,127.19,8.12,32.5,0.0,137.41,29.57,9.1,32.4,17.0,7.16,135.45,7.34,91.76
2016,4,5,3.09,4.12,6.98,128.62,7.57,32.56,0.0,139.53,28.94,7.89,32.13,17.84,7.25,135.8,7.54,91.68
2016,4,6,2.77,6.48,8.63,141.75,10.38,40.81,0.0,135.04,29.8,12.89,33.8,16.5,6.76,127.46,7.26,91.73
2016,4,7,3.38,7.62,9.8,161.31,11.96,43.31,0.05,136.78,30.98,15.09,35.25,14.95,6.37,122.23,7.23,91.66
2016,4,8,3.55,6.06,8.05,162.81,12.88,46.88,0.64,125.64,30.22,16.33,33.28,12.54,5.95,113.48,6.68,91.67
2016,4,9,3.51,4.7,6.68,158.25,13.31,51.0,0.01,124.84,28.73,17.05,31.16,9.83,5.37,102.73,6.7,91.79
2016,4,10,2.51,5.89,7.68,127.88,11.84,43.88,0.0,125.59,29.97,15.18,33.69,13.91,5.64,105.68,6.81,91.83
2016,4,11,2.95,5.82,7.27,132.31,11.11,38.31,0.0,130.7,31.3,14.16,34.98,15.5,6.28,118.61,7.03,91.73
2016,4,12,3.24,6.38,8.61,123.0,10.31,35.94,0.0,132.42,31.8,12.56,35.56,15.98,6.79,128.55,7.09,91.58
2016,4,13,2.97,4.07,5.26,203.69,11.9,39.38,0.0,129.44,31.98,15.12,35.27,13.75,6.45,122.06,6.93,91.47
2016,4,14,3.22,5.03,6.13,139.69,11.9,36.56,0.0,123.52,32.87,15.26,36.01,13.16,6.2,116.16,6.68,91.46
2016,4,15,4.11,4.89,6.8,129.62,12.7,40.31,0.0,129.62,32.66,16.15,36.01,12.66,6.2,117.91,6.93,91.63
2016,4,16,4.14,4.09,6.34,126.88,11.54,39.06,0.0,130.44,32.08,14.37,35.18,14.12,6.56,123.08,7.05,91.62
2016,4,17,4.16,7.18,9.49,126.75,11.05,37.06,0.0,129.44,32.37,13.8,35.55,15.41,6.52,122.91,6.98,91.54
2016,4,18,4.32,3.09,5.29,131.12,10.38,38.94,0.0,141.48,31.2,12.48,34.23,16.88,7.36,138.55,7.61,91.56
2016,4,19,3.51,5.1,7.09,139.38,12.15,43.81,0.0,140.6,31.37,15.23,35.48,15.7,7.21,136.77,7.5,91.63
2016,4,20,3.24,5.05,6.77,143.19,12.33,42.5,0.0,138.71,31.88,15.43,35.9,14.69,6.87,131.81,7.32,91.75
2016,4,21,2.41,4.81,6.77,180.94,10.8,34.69,0.02,138.08,32.65,13.73,36.8,15.09,6.71,127.43,7.36,91.63
2016,4,22,3.27,5.2,6.42,237.25,12.27,39.31,0.03,140.46,32.52,15.52,36.01,13.61,7.04,135.37,7.4,91.6
2016,4,23,2.91,3.73,3.22,211.31,9.7,31.69,0.0,139.12,32.41,11.83,35.06,13.85,7.2,137.59,7.35,91.43
2016,4,24,3.11,4.39,4.97,207.75,8.12,26.5,0.0,143.04,32.44,9.24,35.26,16.16,7.03,134.77,7.55,91.32
2016,4,25,2.12,3.55,4.8,160.31,11.78,36.88,2.47,137.68,32.44,15.12,35.99,12.93,6.19,119.05,7.26,91.44
2016,4,26,3.96,3.45,4.49,141.19,13.24,44.75,0.61,127.14,30.94,16.97,33.66,10.48,6.64,124.1,6.88,91.65
2016,4,27,2.85,3.45,6.02,123.62,10.5,43.0,0.0,136.62,28.89,12.51,30.26,12.36,7.28,135.38,7.43,91.63
2016,4,28,2.84,4.27,7.61,140.88,10.93,43.06,0.0,141.45,28.86,13.45,30.64,11.55,7.37,138.58,7.61,91.63
2016,4,29,4.02,3.05,5.95,147.06,9.03,34.62,0.0,140.96,30.43,10.53,33.26,16.38,7.38,139.37,7.54,91.65
2016,4,30,3.6,3.73,6.09,140.56,8.54,32.69,0.0,140.88,30.52,9.65,33.4,16.35,7.37,138.27,7.59,91.66
2016,5,1,3.2,6.38,8.7,156.19,10.5,37.62,0.0,145.95,31.41,12.94,35.27,16.27,7.6,144.37,7.76,91.6
2016,5,2,3.04,4.09,5.86,175.12,11.54,38.12,0.12,140.37,31.55,14.72,34.55,13.96,6.78,130.09,7.42,91.62
2016,5,3,2.85,6.44,8.54,147.81,10.68,33.94,0.05,141.4,32.38,13.48,35.47,12.06,6.69,129.45,7.39,91.54
2016,5,4,2.99,6.85,8.82,134.31,11.17,38.38,0.01,137.23,31.03,14.16,33.73,12.36,6.63,128.03,7.2,91.58
2016,5,5,2.12,2.87,4.4,140.44,12.45,43.56,0.41,132.59,30.36,15.97,33.35,11.12,5.46,105.22,7.01,91.64
2016,5,6,1.49,0.98,2.76,130.19,14.65,58.0,18.85,130.1,27.87,18.51,29.56,7.72,5.73,109.45,6.93,91.67
2016,5,7,2.14,3.09,6.14,145.19,16.05,70.0,10.37,132.8,26.42,19.98,27.88,9.32,6.5,124.22,7.05,91.66
2016,5,8,2.26,2.65,4.8,141.56,16.17,72.62,10.69,135.55,25.91,20.17,26.95,8.72,5.34,103.16,7.16,91.74
2016,5,9,2.69,3.73,6.05,146.19,14.34,60.62,0.24,137.24,27.51,18.18,29.4,12.36,6.79,130.35,7.22,91.68
2016,5,10,2.91,3.84,6.48,129.06,14.59,63.12,0.7,131.55,26.82,18.44,28.4,10.32,6.34,120.6,7.02,91.71
2016,5,11,1.93,4.15,6.15,149.06,13.31,60.5,0.03,125.81,26.3,16.91,27.98,11.17,5.75,108.98,6.77,91.69
2016,5,12,2.32,3.46,4.41,198.44,13.49,57.25,0.37,132.19,27.43,17.08,28.99,13.8,5.6,107.7,6.97,91.49
2016,5,13,1.72,2.95,4.09,167.75,14.77,58.25,0.07,137.0,28.91,18.55,31.55,14.46,6.67,128.83,7.19,91.46
2016,5,14,3.39,4.24,5.84,163.81,14.65,57.0,0.05,130.47,28.98,18.55,30.96,13.91,5.63,108.18,6.9,91.54
2016,5,15,3.27,3.22,6.26,138.19,13.06,54.25,0.0,130.98,28.23,16.54,30.41,13.81,6.34,120.11,7.01,91.58
2016,5,16,2.5,2.86,4.35,122.88,12.76,57.75,1.04,133.17,26.41,16.15,27.67,12.44,2.33,46.98,7.05,91.4
2016,5,17,2.95,3.12,3.77,136.12,13.06,59.69,5.97,127.43,26.12,16.43,26.85,12.18,2.72,54.73,6.79,91.23
2016,5,18,4.91,4.6,3.8,284.88,15.81,75.06,12.21,125.45,24.65,19.72,25.16,6.95,2.37,47.94,6.67,91.17
2016,5,19,5.39,5.38,5.42,251.5,17.4,84.31,36.79,126.49,24.19,21.27,24.46,5.47,4.66,90.3,6.71,91.26
2016,5,20,6.23,5.98,5.05,265.94,15.93,74.19,0.99,124.76,25.29,19.86,26.09,9.26,5.33,101.45,6.68,91.34
2016,5,21,5.52,4.57,3.56,270.38,15.32,70.94,0.0,135.66,25.42,19.23,25.9,8.77,6.62,126.44,7.18,91.51
2016,5,22,5.3,3.8,2.16,277.62,14.53,67.0,0.0,138.6,25.89,18.31,26.76,10.45,7.13,136.92,7.28,91.63
2016,5,23,5.33,5.17,4.59,281.38,15.08,63.44,0.0,140.13,27.92,18.94,29.21,14.51,7.17,136.9,7.4,91.6
2016,5,24,5.38,3.77,3.2,285.0,14.89,61.69,0.0,145.33,28.19,18.73,29.79,14.34,7.45,143.28,7.61,91.57
2016,5,25,5.06,4.7,4.45,281.56,14.95,62.31,0.07,145.84,27.9,18.8,29.66,14.05,7.19,139.3,7.58,91.51
2016,5,26,5.1,1.91,2.3,280.75,15.32,65.38,0.0,144.23,27.34,19.21,28.93,11.84,7.09,136.84,7.53,91.54
2016,5,27,3.37,4.52,5.75,292.5,14.83,61.69,1.58,136.28,27.73,18.69,29.39,12.71,6.16,117.92,7.21,91.58
2016,5,28,3.55,3.77,4.59,280.88,15.2,74.12,1.96,137.38,24.31,19.11,25.22,6.24,6.2,119.33,7.21,91.65
2016,5,29,4.44,4.79,3.7,285.88,15.69,70.31,8.37,138.16,26.07,19.65,27.47,10.24,5.72,111.47,7.18,91.55
2016,5,30,3.79,4.82,5.18,277.75,15.44,69.56,0.61,137.88,26.13,19.39,27.92,11.74,6.34,122.98,7.18,91.49
2016,5,31,2.79,4.28,5.41,279.94,15.14,65.44,0.95,137.77,26.94,19.01,29.1,11.5,5.48,106.54,7.14,91.58
2016,6,1,2.99,3.73,4.9,276.19,16.3,79.5,21.3,136.16,24.24,20.25,25.15,6.1,5.95,115.77,7.08,91.63
2016,6,2,3.3,4.52,4.78,248.38,16.48,80.88,10.35,135.52,24.21,20.46,25.04,7.35,4.76,92.86,7.08,91.56
2016,6,3,2.42,4.54,6.88,266.06,15.99,72.62,1.57,129.9,25.87,19.88,27.35,11.25,6.1,116.4,6.87,91.45
2016,6,4,4.51,6.77,8.44,263.5,16.05,73.62,4.01,131.09,25.6,19.98,26.31,9.38,4.73,91.54,6.89,91.48
2016,6,5,4.36,4.21,3.65,282.69,15.5,71.06,1.41,124.23,25.79,19.43,27.06,11.68,5.05,97.02,6.6,91.46
2016,6,6,4.1,4.41,3.57,271.0,16.78,78.06,13.07,139.2,25.17,20.67,25.98,7.77,6.21,121.05,7.21,91.49
2016,6,7,3.83,3.75,3.58,262.38,16.48,77.75,6.81,137.3,25.01,20.43,25.96,9.02,5.57,108.72,7.1,91.51
2016,6,8,4.35,4.84,4.09,256.94,16.24,79.12,13.66,129.92,24.42,20.17,24.86,8.6,4.76,92.85,6.81,91.53
2016,6,9,5.66,4.83,4.55,245.5,14.53,73.56,2.03,127.2,24.04,18.44,25.12,12.08,4.74,92.16,6.69,91.55
2016,6,10,6.85,5.46,5.25,242.06,15.14,75.56,0.38,131.09,24.15,19.08,25.03,11.08,3.67,71.21,6.9,91.52
2016,6,11,6.83,4.37,4.27,270.31,14.47,72.25,0.75,137.8,24.41,18.37,25.33,11.71,4.93,96.02,7.17,91.63
2016,6,12,6.34,5.23,4.71,275.88,13.73,72.38,0.97,137.95,23.46,17.57,24.26,10.13,4.97,95.88,7.2,91.66
2016,6,13,7.11,6.38,6.66,274.31,12.27,66.62,4.8,137.56,23.21,15.74,23.67,11.38,4.96,96.02,7.18,91.68
2016,6,14,6.02,4.52,4.09,277.5,13.79,70.88,0.23,133.96,23.95,17.62,25.01,13.05,4.95,95.39,7.01,91.61
2016,6,15,6.58,3.9,3.81,269.06,14.16,70.31,1.14,141.55,24.55,17.98,25.49,11.23,5.9,114.57,7.35,91.47
2016,6,16,4.84,5.55,4.91,276.31,15.08,75.88,3.04,139.48,23.93,18.98,24.55,8.56,5.92,114.55,7.29,91.38
2016,6,17,4.87,3.7,2.44,285.62,14.65,71.75,1.09,137.44,24.65,18.49,25.48,9.86,5.4,104.85,7.18,91.3
2016,6,18,5.35,6.14,6.13,289.19,15.14,77.0,0.32,130.05,23.69,19.02,24.16,7.57,5.16,99.45,6.86,91.36
2016,6,19,4.3,5.07,5.68,276.38,14.83,76.38,3.75,132.23,23.55,18.66,24.35,8.84,5.17,100.15,6.92,91.3
2016,6,20,3.23,3.8,4.41,247.31,15.75,82.19,2.38,136.12,23.04,19.65,23.8,6.38,4.33,85.01,7.07,91.26
2016,6,21,4.52,3.54,4.2,254.31,15.38,82.31,4.38,132.74,22.67,19.3,23.48,7.03,4.04,79.61,6.91,91.35
2016,6,22,5.68,4.59,4.51,278.25,14.47,82.56,16.7,137.14,21.65,18.37,22.21,6.86,4.38,85.98,7.13,91.48
2016,6,23,6.46,5.18,5.62,271.88,14.04,81.38,2.94,135.52,21.39,17.9,21.79,6.8,3.85,75.83,7.08,91.51
2016,6,24,6.67,6.87,7.58,282.69,13.98,77.0,2.19,130.08,22.5,17.76,23.06,9.68,4.37,85.21,6.85,91.43
2016,6,25,7.45,6.39,6.48,285.38,13.49,76.12,2.02,129.57,22.1,17.25,22.72,9.18,3.42,67.69,6.82,91.5
2016,6,26,5.45,4.97,4.4,280.06,14.89,77.31,0.18,122.66,23.44,18.79,24.32,10.27,3.84,74.44,6.54,91.48
2016,6,27,6.53,6.88,6.13,273.06,15.01,79.31,3.61,129.26,22.98,18.9,23.35,6.75,3.51,69.7,6.78,91.4
2016,6,28,7.12,4.49,4.54,260.62,15.2,79.81,4.86,131.16,23.13,19.08,23.67,7.21,3.25,64.76,6.84,91.4
2016,6,29,7.43,5.05,6.03,262.38,15.5,81.81,3.7,129.13,22.95,19.46,23.26,7.25,2.48,50.11,6.79,91.4
2016,6,30,7.57,5.83,6.21,265.44,15.14,80.0,5.04,132.2,23.02,19.04,23.44,7.75,2.87,57.51,6.93,91.42
2016,7,1,7.91,4.93,5.44,265.38,15.08,79.62,0.1,135.81,22.99,19.02,23.15,7.12,4.65,90.45,7.08,91.37
2016,7,2,8.47,5.68,5.84,265.44,14.83,73.12,0.02,133.2,24.33,18.71,25.14,11.22,5.46,104.71,6.99,91.4
2016,7,3,7.65,5.91,5.96,265.19,15.08,74.88,0.0,137.74,24.16,19.01,24.89,9.45,4.7,91.94,7.17,91.54
2016,7,4,6.27,4.48,4.19,258.19,15.32,76.88,2.65,139.85,23.9,19.26,24.73,9.8,4.36,86.38,7.22,91.56
2016,7,5,5.83,4.99,4.66,262.75,15.62,75.94,1.62,137.95,24.6,19.61,25.4,9.92,4.12,81.61,7.14,91.51
2016,7,6,5.85,5.52,5.62,259.94,15.93,80.56,0.61,132.66,23.7,19.89,24.23,6.91,3.92,77.38,6.91,91.5
2016,7,7,6.23,5.99,6.02,250.44,15.32,79.5,2.71,133.08,23.3,19.26,23.78,7.27,4.06,80.05,6.93,91.51
2016,7,8,6.78,6.12,6.28,259.88,15.01,76.69,0.04,125.8,23.7,18.91,24.26,8.21,3.81,74.78,6.63,91.44
2016,7,9,8.16,8.13,8.73,260.81,15.2,77.38,0.4,115.38,23.73,19.12,24.4,7.72,3.93,75.15,6.23,91.38
2016,7,10,8.92,7.68,8.41,264.56,14.95,74.38,0.25,120.37,24.29,18.83,25.18,9.77,4.47,85.94,6.45,91.36
2016,7,11,8.73,6.36,7.43,264.56,14.77,75.12,0.12,123.8,23.78,18.65,24.28,8.19,4.27,82.52,6.59,91.35
2016,7,12,7.5,5.48,5.95,265.31,14.89,75.81,0.04,128.56,23.66,18.77,24.23,7.65,4.3,83.13,6.76,91.43
2016,7,13,6.8,4.73,4.6,264.19,14.89,73.06,0.0,133.36,24.52,18.81,25.58,11.06,5.45,105.46,6.99,91.45
2016,7,14,5.05,4.31,2.59,268.75,15.01,72.12,0.23,135.35,24.83,18.9,26.15,11.0,6.27,121.18,7.07,91.4
2016,7,15,3.26,3.44,4.66,278.44,15.5,73.75,0.54,133.59,24.99,19.4,26.73,11.4,4.93,95.27,6.99,91.38
2016,7,16,2.59,3.8,5.78,263.88,15.5,77.88,5.67,133.04,23.82,19.43,25.05,7.3,5.82,112.86,6.95,91.52
2016,7,17,2.53,2.19,2.1,257.06,15.08,79.12,3.62,129.38,23.13,19.04,24.22,6.3,4.92,95.69,6.8,91.68
2016,7,18,3.31,3.7,3.84,296.31,15.26,80.19,10.22,136.1,23.1,19.19,24.07,7.24,5.33,103.53,7.08,91.66
2016,7,19,4.8,3.77,3.31,292.38,14.4,75.94,1.05,137.65,23.18,18.27,24.16,10.09,4.89,95.73,7.18,91.63
2016,7,20,4.74,3.9,4.73,292.44,14.89,78.88,4.92,130.48,23.07,18.84,23.99,7.89,4.66,90.96,6.84,91.57
2016,7,21,6.14,4.16,3.12,279.0,14.59,80.19,3.33,130.2,22.37,18.51,22.98,7.56,4.18,81.76,6.82,91.46
2016,7,22,5.58,5.34,4.86,274.69,14.47,77.25,0.33,129.13,22.98,18.35,23.87,9.34,3.92,77.25,6.81,91.41
2016,7,23,4.71,3.67,3.03,279.06,14.77,77.62,1.61,133.95,23.34,18.66,24.73,10.61,4.45,87.47,7.01,91.38
2016,7,24,4.15,4.38,3.2,278.38,14.77,78.69,8.65,135.3,22.85,18.64,23.55,8.1,5.28,102.59,7.06,91.41
2016,7,25,2.47,3.69,3.59,287.62,15.2,77.81,16.2,140.54,23.79,19.12,25.04,11.05,5.89,114.81,7.28,91.43
2016,7,26,1.98,2.86,3.33,238.44,14.89,78.0,12.04,141.47,23.22,18.79,24.05,8.52,5.59,109.9,7.3,91.42
2016,7,27,2.32,1.4,2.21,230.94,16.17,83.94,21.31,137.77,23.13,20.1,23.91,6.52,5.65,110.65,7.14,91.44
2016,7,28,3.18,3.63,2.96,275.31,16.17,86.94,24.97,139.61,22.5,20.09,23.02,7.61,5.0,97.5,7.22,91.49
2016,7,29,4.64,3.94,2.41,285.06,15.5,82.12,13.36,131.28,22.98,19.46,23.66,8.66,3.87,76.45,6.87,91.47
2016,7,30,4.93,3.39,2.7,259.19,14.77,84.75,5.46,128.93,21.48,18.66,21.89,6.35,3.77,73.98,6.81,91.51
2016,7,31,6.26,5.4,5.34,266.38,13.67,76.88,0.11,137.27,22.23,17.44,22.74,10.52,5.56,107.55,7.21,91.57
2016,8,1,7.27,5.76,5.73,267.12,14.04,77.44,1.06,132.66,22.56,17.91,22.99,9.16,4.99,95.45,7.04,91.54
2016,8,2,7.75,4.59,4.22,261.62,14.59,80.81,0.01,142.12,22.2,18.48,22.55,8.3,5.85,113.02,7.44,91.36
2016,8,3,7.9,6.7,6.7,266.62,14.53,76.88,0.0,139.98,23.12,18.37,23.72,9.83,5.03,96.8,7.33,91.3
2016,8,4,7.38,5.7,4.88,270.0,14.83,79.5,0.0,134.05,22.83,18.77,23.3,8.94,4.88,93.88,7.08,91.4
2016,8,5,7.48,4.89,4.43,267.12,14.83,77.31,0.0,138.05,23.3,18.73,23.97,10.17,4.41,85.63,7.21,91.46
2016,8,6,6.7,5.81,5.62,267.62,14.89,78.56,0.01,138.91,23.08,18.82,23.42,8.73,5.63,108.33,7.28,91.5
2016,8,7,5.96,5.33,4.81,266.56,15.08,81.0,0.19,141.09,22.78,19.06,23.12,7.84,5.25,101.24,7.33,91.58
2016,8,8,5.61,3.94,3.38,269.56,14.95,77.75,0.02,138.87,23.43,18.88,24.19,10.63,5.43,104.71,7.28,91.65
2016,8,9,5.4,4.07,3.43,268.81,15.01,75.94,0.01,140.73,23.96,18.96,24.88,11.13,5.82,113.2,7.33,91.6
2016,8,10,5.52,4.39,3.3,271.19,14.89,77.88,0.0,140.02,23.3,18.87,23.94,9.59,5.12,97.87,7.32,91.65
2016,8,11,4.71,3.71,2.09,275.31,14.95,76.38,0.0,140.65,23.83,18.94,24.69,10.59,6.46,124.68,7.36,91.71
2016,8,12,5.09,3.05,2.15,280.06,15.44,77.25,0.95,140.41,24.12,19.45,25.05,10.61,5.83,112.99,7.32,91.68
2016,8,13,5.27,3.93,2.11,276.44,15.5,77.19,0.94,135.9,24.15,19.48,24.92,9.96,5.02,97.02,7.1,91.56
2016,8,14,5.59,4.05,2.7,273.38,15.2,78.62,1.29,134.77,23.44,19.14,24.06,9.05,4.86,93.82,7.07,91.55
2016,8,15,6.79,4.59,4.13,284.75,14.59,74.94,0.71,135.48,23.78,18.51,24.68,11.15,4.71,90.71,7.13,91.49
